,title,response
2840,<start> that is great until someone watches you put it in the trunk . it happened to my so . <end>,"<start> correct , i see women put get out , put their purse under the seat and lock the car . . . . anyone watching sees what you did x b you have to move the car after , or better yet , hide the stuff before you get where you are going . <end>"
2841,"<start> let before going to a chain restaurant for the first time , see if there is an app to download for the restaurant . many times these apps will have freebies or discounts <end>","<start> it is also a nice way to help the fast food company by kindly giving them your location , contact list , and shopping habits . <end>"
2842,"<start> it is also a nice way to help the fast food company by kindly giving them your location , contact list , and shopping habits . <end>",<start> well when you put it that way . . . <end>
2843,<start> well when you put it that way . . . <end>,"<start> no worries , the man has all of your info already anyway . <end>"
2844,"<start> let if you are going to unlock your phone in front of someone and there is a chance something awkward or embarrassing will be on your screen , accidentally open into the camera mode and go to the home screen from there . <end>",<start> where was this sixteen hours ago . . . <end>
2845,<start> where was this sixteen hours ago . . . <end>,<start> f <end>
2846,"<start> let any bug spray with deet , can be used to clean dirty headlights . <end>","<start> for a very brief period , then they will get much , much worse without a polish and sealant . <end>"
2847,<start> let you can annihilate soda fizz by rubbing your face with your finger and sticking it in the foam . <end>,<start> sprinkling a little granulated sugar into soda kills the carbonation . also directions unclear . drowned in foam when i stuck my face in the glass . <end>
2848,<start> sprinkling a little granulated sugar into soda kills the carbonation . also directions unclear . drowned in foam when i stuck my face in the glass . <end>,<start> low <end>
2849,<start> let save time and money by going to a propane fill station instead of a big box store exchange to refill your grill tank . <end>,"<start> just want to clarify one of your points . in general propane tanks are always filled to capacity for safety reasons . you get the same amount of gas at both places , but you pay less at the fill station . regardless , i did not realize the big box stores were gouging so hard on propane . <end>"
2850,"<start> just want to clarify one of your points . in general propane tanks are always filled to capacity for safety reasons . you get the same amount of gas at both places , but you pay less at the fill station . regardless , i did not realize the big box stores were gouging so hard on propane . <end>",<start> the empty space is engineered into the capacity so a tank filled to lb leaves a gap for expansion . the exchange tanks only fill to lb so you are losing an additional . <end>
2851,<start> the empty space is engineered into the capacity so a tank filled to lb leaves a gap for expansion . the exchange tanks only fill to lb so you are losing an additional . <end>,"<start> so i just looked into slit a bit more , and looks like we are both right . they usually fill to lbs but in some places there may be additional rules around filling capacity due to possible temperature swings that would change the volume in the tank . where i am , it is a rule to only fill to of your advertised capacity <end>"
2852,"<start> let when shopping prepackaged coffee , squeeze a bit of the air from the sample hole into your mouth . it will allow you to taste the aroma better . <end>",<start> the fuck is a sample hole have i just missed that this is a thing <end>
2853,<start> the fuck is a sample hole have i just missed that this is a thing <end>,"<start> it is not a sample hole , it is a vent with a one way valve which is what allows carbon dioxide to escape the bag so it does not explode while at the same time keeping oxygen from entering the bag and making the coffee go stale . http breadfruit . com blogs news what is that thing on my coffee bag it also has the added benefit that it allows people to smell the aroma of the coffee . <end>"
2854,<start> let best way to find out if there is anything worth to see within a mile radius around you is to use pokemongo . <end>,<start> look churches a fire station <end>
2855,<start> look churches a fire station <end>,<start> org this resonates with me so much . i did not realize how many churches and other places of worship there were in my city until i started exploring with pot mon go . <end>
2856,"<start> let when looking for open parking spots , do not look for cars , look for their shadows . <end>","<start> careful with this method , though . often times , motorcycles will be in a spot that appears empty , but is not . the cars shadow would still be seen . <end>"
2857,"<start> let never set your a c lower than degrees , even if it can technically go lower . you will freeze interior components and actually make the unit less effective . <end>",<start> let if you use celsius in your country do not try this at home . <end>
2858,"<start> let when choosing where to eat on a first date , it might be wise to consider not getting ramen or pho , even if you both like them . it is surprising what first impressions can mean , and slurping up soupy noodles like a pig at a trough can sometimes be an awkward angle . save it for the second date . <end>",<start> that is sounds a lot like how i want the first date to end <end>
2859,<start> that is sounds a lot like how i want the first date to end <end>,<start> i was waiting for that one low <end>
2860,<start> i was waiting for that one low <end>,<start> hope it did not disappoint you like my first date disappointed me <end>
2861,"<start> let big spoons , if your little spoon has long hair , put your pillow on their pillow so you are above their hair . <end>","<start> tagged as food and drink . too fucking funny . be careful with this , you will pull their hair . <end>"
2862,"<start> let dishwasher safe products still deteriorate faster when cleaned in the dishwasher , compared to washing by hand . <end>",<start> first argument with my wife was over knives in the dishwasher . i payed for some nice kitchen knives and will not have them ruined . now she gets after her mother when she puts knives in the dishwasher . i have created a monster . <end>
2863,<start> let if you want to buy something online make sure to search for it many times and for a few days to get a discount . <end>,<start> but sometimes this can backfire on travel websites and amazon i think in which you should buy it incognito cookies cleared <end>
2864,<start> but sometimes this can backfire on travel websites and amazon i think in which you should buy it incognito cookies cleared <end>,<start> i legit was going to ask if this applied for plane tickets . <end>
2865,<start> i legit was going to ask if this applied for plane tickets . <end>,"<start> i can confirm the opposite will happen for plane tickets . the more you look for plane tickets , the higher the prices go . <end>"
2866,<start> let at disney but do not want to wait three hours for a ride save the ride with the longest wait for minutes before closing . disney will not kick you out of the line until you finish the ride . <end>,<start> in most european parks they just close the line in advance so everyone is out before closing time . . . <end>
2867,<start> in most european parks they just close the line in advance so everyone is out before closing time . . . <end>,<start> parks in america do that as well . if the line is hours long they will close it ish hours before the park closes . sure some people will get to stay there after the park closes and they will not make you leave the line . but if the park closes at you can not get in a hour line then . <end>
2868,<start> parks in america do that as well . if the line is hours long they will close it ish hours before the park closes . sure some people will get to stay there after the park closes and they will not make you leave the line . but if the park closes at you can not get in a hour line then . <end>,<start> please tell me people are not waiting hours for a minute ride . . . <end>
2869,<start> please tell me people are not waiting hours for a minute ride . . . <end>,<start> viagram users . <end>
2872,"<start> let if you have to reheat noodles , use butter . the butter will keep the noodles from clumping together . <end>",<start> better let use olive oil <end>
2873,<start> better let use olive oil <end>,<start> even better let dunk them in hot water and drain . <end>
2876,<start> yep that is what i meant . run in hot water then pour olive oil afterwards to keep noodles from sticking <end>,<start> and then slather them in butter <end>
2877,"<start> let be selective with your music . if you are feeling down , listen to happy songs , if you are feeling demotivated , listen to high tempo songs , music influences your emotions more than you think <end>",<start> listening depressive music while feeling depressed helps you more than listening happy ones . it let us you show emotion and makes you heelless alone in your darkness . <end>
2878,<start> listening depressive music while feeling depressed helps you more than listening happy ones . it let us you show emotion and makes you heelless alone in your darkness . <end>,<start> that is completely subjective . all of this is completely subjective . <end>
2879,<start> that is completely subjective . all of this is completely subjective . <end>,"<start> i agree , not a let that applies to really anyone equally <end>"
2880,<start> let get your work outfit together before you go on vacation . <end>,<start> i just work from home the day after coming back . <end>
2881,<start> i just work from home the day after coming back . <end>,<start> cool . i am certain everyone has that option . <end>
2882,"<start> let if you need to wake up early drink a glass of water before bed , if you need to wake up very early , drink <end>","<start> so , i guess i will tell this story here . i usually drink a glass or two of water before bed and it is usually okay , but sometimes , when i cannot fall asleep quick enough , i will be lying on my bed for half an hour and then feel the need to pee . so , because i am not sleepy yet , and because it is hard to fall asleep while holding my piss , i will get up , relieve myself , come back to bed , drink another glass of water because my mouth feels dry , lie awake for another minutes , and feel the need to pee again . repeat more times and i have ruined my sleep cycle for the next week . <end>"
2883,"<start> so , i guess i will tell this story here . i usually drink a glass or two of water before bed and it is usually okay , but sometimes , when i cannot fall asleep quick enough , i will be lying on my bed for half an hour and then feel the need to pee . so , because i am not sleepy yet , and because it is hard to fall asleep while holding my piss , i will get up , relieve myself , come back to bed , drink another glass of water because my mouth feels dry , lie awake for another minutes , and feel the need to pee again . repeat more times and i have ruined my sleep cycle for the next week . <end>",<start> i am doing this vicious circle right now . <end>
2884,<start> i am doing this vicious circle right now . <end>,"<start> turn your phone off , that would help <end>"
2885,"<start> turn your phone off , that would help <end>",<start> thank you needed this reminder . <end>
2886,<start> let request best easiest way to clean blinds with slats in <end>,"<start> i bought a duster device that has fingers to go in between . if they are dirty and not just dusty i always remember my mum taking them down and hanging them on the whirly and with a bucket and cloth doing a slat at a time . perfectly clean , dried outside , more effort but works well <end>"
2887,"<start> let when buying a new phone , decide which one you are getting first , order a case for it online , and bring it to the store to get your phone , avoiding the huge markup carriers put on cases . <end>",<start> or just buy a case elsewhere after the fact . they do not force you to buy extras there . <end>
2888,<start> or just buy a case elsewhere after the fact . they do not force you to buy extras there . <end>,<start> certainly an option but then you are walking around with an unprotected brand new phone . <end>
2889,<start> certainly an option but then you are walking around with an unprotected brand new phone . <end>,"<start> well , then just be careful with it low . p <end>"
2890,"<start> well , then just be careful with it low . p <end>","<start> whilst i agree with you , it also stops the people from trying to convince you to buy this much cooler but twice as expensive phone <end>"
2891,<start> let to keep your house tidy never leave one room without something for another <end>,<start> so the tip is to tidy up stuff by putting it somewhere in your vicinity or route rather than a designated location . <end>
2892,<start> so the tip is to tidy up stuff by putting it somewhere in your vicinity or route rather than a designated location . <end>,"<start> haha , no , ideally you would put it where it belongs <end>"
2893,"<start> haha , no , ideally you would put it where it belongs <end>","<start> was going to say , that will lead you down the path of where the fuck did i put that low <end>"
2894,"<start> was going to say , that will lead you down the path of where the fuck did i put that low <end>",<start> self organised impromptu indoor treasure hunt for later . . . sounds like a good let for people who are really bored too <end>
2895,<start> let always check for an item online before going to a store to buy it . the majority of big retail stores offer price matching and will discount the in store price . <end>,<start> foi this does not include whole foods and amazon even though they are the same company . it is really quite annoying they do not price match as pretty much everyone else will price match to amazon at this point . <end>
2896,<start> let store your reese s in the fridge to make them taste ten times better . <end>,"<start> better still , keep one of these in the fridge http www . palmar . com in reese s giant peanut butter chocolate candy bar oz wmlspartner la selectedsellerid wl did wl wl g wl m wl wl plan wl wl wl wl wl plan wl wl local wl eh sem glid c kcqjw chobrddarisadittzbtvnle l mohurs eorl vwxryedy va pabxglatbsxl uaamegealw web <end>"
2897,"<start> better still , keep one of these in the fridge http www . palmar . com in reese s giant peanut butter chocolate candy bar oz wmlspartner la selectedsellerid wl did wl wl g wl m wl wl plan wl wl wl wl wl plan wl wl local wl eh sem glid c kcqjw chobrddarisadittzbtvnle l mohurs eorl vwxryedy va pabxglatbsxl uaamegealw web <end>",<start> i do not know those existed yay thanks for the tip <end>
2898,<start> i do not know those existed yay thanks for the tip <end>,<start> they are fantastic and it is easy to keep track of how many squares you eat <end>
2899,<start> they are fantastic and it is easy to keep track of how many squares you eat <end>,"<start> sadly , i think i will have to keep track in bars rather than squares low <end>"
2900,"<start> let when taking a dip in chilly water , gently splash the water on your abdomen to help you adjust without too much shock . <end>",<start> why not just jump in you get it over with and you feel great afterwards . <end>
2901,<start> why not just jump in you get it over with and you feel great afterwards . <end>,<start> if the water is too cold then you would get cramps because of expanding veins and instant lose of blood pressure or something like that <end>
2902,"<start> let when getting a playable mitigate ad on mobile devices , you can exit it as soon as it begins by tapping the top right corner of your screen without having to wait for the ad to load <end>",<start> also let . if you have an app that is not multiplayer . you should go into settings and block mobile data and wife for that specific app . that way it can not connect to the internet and query ad servers . like brain it on or some other app where internet is required . <end>
2903,<start> let too lazy to turn off auto rotation on your phone but really want to look at that turned image keep your finger on the screen . <end>,<start> my of who refuses to rotate her pictures and winds up looking at them while her phone is upside down thanks you <end>
2904,<start> my of who refuses to rotate her pictures and winds up looking at them while her phone is upside down thanks you <end>,<start> no problem . this is absolutely me as well . <end>
2905,"<start> let if your weed or tobacco goes dry , put a piece of bread in bag for or hours and voila , no more dry chicken bones . <end>",<start> i use an orange peel . <end>
2906,"<start> let when moving , include a plastic accordion folder in your purse backpack suitcase to hold important paperwork <end>","<start> also a good place to keep your important stuff passport , birth certificate and the like with you in case your moving van gets broken into or something <end>"
2907,"<start> let request how to stop looking like a bad liar , due to being caught in metathinking , while telling truth <end>","<start> the let is doubting another persons honesty without ever having caught them in a lie before , is as unethical as lying itself . do not lie , do not face the need to provide proof . <end>"
2908,"<start> let going to a party bring your own funky glass you will have something to stand out with , and you will never lose your drink . also it will save you from using a plastic cups and will give the host one less thing to clean up . <end>",<start> ok ok not bad but i do not want to be keeping up with it during the whole party . i guarantee you i will forget to bring it home . <end>
2909,<start> ok ok not bad but i do not want to be keeping up with it during the whole party . i guarantee you i will forget to bring it home . <end>,<start> real let <end>
2910,"<start> let if someone will not let you pay them back , fold cash into origami designs . they will be more likely to accept it <end>",<start> it is an origami wad <end>
2911,<start> it is an origami wad <end>,<start> origami rock is the way to go <end>
2912,<start> let a men s medium size t shirt makes a good pillow case . if it has a design turn it inside out . <end>,<start> or you know . . . i could like buy a pillow case <end>
2913,<start> or you know . . . i could like buy a pillow case <end>,<start> why do you think i do not have one <end>
2914,<start> why do you think i do not have one <end>,<start> because you are using t shirts <end>
2915,<start> let cut your toe nails regularly to save money on buying new socks . most holes come from the nail on your big toe <end>,<start> i can not remember a time where my nails made a hole in a sock . if anything it is at the heel . <end>
2916,<start> i can not remember a time where my nails made a hole in a sock . if anything it is at the heel . <end>,"<start> mine did . for people with nails like me , you can grow them but file them a bit so they are not so sharp . you might have softer nails than those of us who do cut holes at the toe end of a sock . <end>"
2917,"<start> let warm up cold and hard rice by putting the rice in a supperward , adding a bit of water and throw it in the microwave for minutes . <end>",<start> placing a damp paper towel works too or so i have heard <end>
2918,<start> let chugging back those soda bottles save bin space by compressing the bottles from the bottom up and seal them with the cap . instant space saver . <end>,<start> be careful with this . some redemption centers cannot accept squished bottle because they will not work in their automated machines . that is if you live somewhere with a . deposit . <end>
2919,"<start> let if you are at a shop or store and things do not go exactly as you planned or there is a delay with something , do not be the guy that says i am never shopping here again . <end>","<start> as a retail person , i can assure you , we do not care if you never shop here again . chances are at least one of us is saying good under our breath . but also , to other retail workers . be kind to folks . we all know what it is like to have that unrelated straw be the one that breaks the camel s back . <end>"
2920,"<start> as a retail person , i can assure you , we do not care if you never shop here again . chances are at least one of us is saying good under our breath . but also , to other retail workers . be kind to folks . we all know what it is like to have that unrelated straw be the one that breaks the camel s back . <end>","<start> i always put my best foot forward . but i can not help how quickly my mood changes when they fuss on about how they had to wait min when we have our hands full with other customers , specially when they have only been waiting minutes . i often catch my self thinking entitled fucking child in my head . haha <end>"
2921,<start> let when washing fruit add white vinegar to remove bacteria and enhance sweetness for longer . <end>,<start> i always wash berries this way and they seem to last longer and not get fuzzy . <end>
2922,"<start> let to stop things falling out of shallow trouser shorts pockets while sitting down , put your hands in them and flip them backward to the the back of your legs before sitting down and what is inside will be secure . <end>",<start> i have read this about x and i have no fucking clue what you are saying . <end>
2923,"<start> let hate the taste of a vitamin sip water , hold it , add vitamin , then swallow no taste <end>",<start> did you just describe how to take a tablet <end>
2924,<start> did you just describe how to take a tablet <end>,"<start> maybe i am just slower than everyone else , but for years i would add my pills first , then sip some water and swallow and was hating it . just trying to save other people who are as dumb as i am . <end>"
2925,"<start> maybe i am just slower than everyone else , but for years i would add my pills first , then sip some water and swallow and was hating it . just trying to save other people who are as dumb as i am . <end>","<start> i do it that way , too . i need to try this . really dislike that vitamin taste . <end>"
2926,"<start> let want a discount on an online order leave some items in your cart and after a day , some websites will send you a coupon . <end>",<start> i found this with amazon . left stuff in my cart and after a day or so it was magically on sale now . <end>
2927,<start> i found this with amazon . left stuff in my cart and after a day or so it was magically on sale now . <end>,<start> oh wow . with me the price went up <end>
2928,"<start> let do not go grocery shopping on an empty stomach , otherwise you will usually buy more food than you need <end>",<start> never go grocery shopping stoned . <end>
2929,<start> never go grocery shopping stoned . <end>,<start> no all lots wear capes <end>
2930,"<start> let to warm up macaroni and cheese , put it in a pot on medium heat and add a tablespoon or two of milk . stir frequently so it does not stick . eat it when it is nice and gooey and the noodles are warm . <end>",<start> add butter and a slice of square cheese and it will actually taste as good as the freshly made mac <end>
2931,"<start> let if your cat never drinks any water from her bowl , she might be quite the survivalist not trusting in purity of a standing water source . try a fountain bowl with fresh delicious moving water . <end>",<start> cats also do not like to drink next to where they eat believe it or not . place the waterfowl in another room or something . <end>
2932,<start> cats also do not like to drink next to where they eat believe it or not . place the waterfowl in another room or something . <end>,<start> taught my cat loving of this tip and blew her mind . cats water intake went up x overnight <end>
2933,"<start> let deodorant and anti perspirant are two different things , and the majority of products on the isle only do one of the two functions . <end>","<start> false , most antiperspirants are also deodorants <end>"
2934,"<start> false , most antiperspirants are also deodorants <end>","<start> most anti perspirant are deodorants as well , that is true . . but not all deodorants are anti perspirant . hers actually a lot of brands a that are just deodorant . <end>"
2935,<start> let instead of using impure just post pictures to your profile and link that instead . saves you from having to make an account if you do not have one . <end>,<start> you do not need an impure account to upload pictures on there . . . <end>
2936,<start> you do not need an impure account to upload pictures on there . . . <end>,<start> i mean it is still a bit quicker just using reedit but i did not know that . crap <end>
2937,<start> i mean it is still a bit quicker just using reedit but i did not know that . crap <end>,<start> how is it quicker impure gives you a direct link right after uploading . <end>
2938,<start> how is it quicker impure gives you a direct link right after uploading . <end>,<start> because it is directly in reedit it is not quicker i am just trying to salvage my post but i failed . <end>
2939,<start> because it is directly in reedit it is not quicker i am just trying to salvage my post but i failed . <end>,<start> it is cool . shit happens . thanks for the let <end>
2940,<start> it is cool . shit happens . thanks for the let <end>,"<start> no problem , i tried my best <end>"
2941,<start> let tips for making to do lists more productive <end>,<start> removed <end>
2942,<start> removed <end>,<start> i will take it <end>
2943,"<start> let change all your work contacts on your phone to one particular ringbone , that way whenever someone from work calls , you immediately know where it is from and worthy of your time <end>",<start> or just look at the screen . <end>
2944,<start> let if you own a new model chevy with push open gas cap you need to have needle nose pliers in your vehicle . <end>,<start> i am assuming someone tried stealing your gas <end>
2945,<start> i am assuming someone tried stealing your gas <end>,<start> someone tried stealing my gas by which i mean they offered me money to fart in their face . <end>
2946,<start> someone tried stealing my gas by which i mean they offered me money to fart in their face . <end>,<start> that is literally the opposite of stealing . <end>
2947,<start> that is literally the opposite of stealing . <end>,<start> right he bought gas <end>
2948,<start> let beans are something inexpensive that everyone should splurge on <end>,<start> how do you splurge on something inexpensive i thought the point of splurging was to buy something more expensive than you would normally purchase . <end>
2949,<start> how do you splurge on something inexpensive i thought the point of splurging was to buy something more expensive than you would normally purchase . <end>,"<start> spending extravagantly . excessive would fall into that category . that being said , i would probably laugh if someone said they splurged on beans low . <end>"
2950,"<start> let if you own a cat . pay attention to what they are doing . if they are fixated on something , it might be a dangerous bug like a spider or scorpion . <end>","<start> fuck , i knew my shoe laces are dangerous <end>"
2951,<start> let request stressing over maths exam <end>,"<start> my best advice when it comes to things like exams , especially when its super close to the exam date never stress about something that is beyond your control . focus on what you can control . you know you have hours to your exam , you know how much sleep you need i personally need hours to be at my best . make sure you get the sleep you are at your best on . i would use the rest of the time to do a little exercise it will help you relax , and then sit down with a clear head and go through a recent past exam in the uk you can get these free online , so check your exam boards website . do not just cram as many past exams revision as you can in these last few hours , you will be more likely to get stressed and less focused . whatever happens on the day , just remember , it can not be changed , and focus on what you can do to make sure you are not caught of guard in future . all the best and good luck <end>"
2952,"<start> my best advice when it comes to things like exams , especially when its super close to the exam date never stress about something that is beyond your control . focus on what you can control . you know you have hours to your exam , you know how much sleep you need i personally need hours to be at my best . make sure you get the sleep you are at your best on . i would use the rest of the time to do a little exercise it will help you relax , and then sit down with a clear head and go through a recent past exam in the uk you can get these free online , so check your exam boards website . do not just cram as many past exams revision as you can in these last few hours , you will be more likely to get stressed and less focused . whatever happens on the day , just remember , it can not be changed , and focus on what you can do to make sure you are not caught of guard in future . all the best and good luck <end>",<start> wanted to uptide you that i aced the exam <end>
2953,<start> wanted to uptide you that i aced the exam <end>,<start> congrats <end>
2954,<start> let never trust the human calculator friend who will kindly help you out when calculating board game scores <end>,"<start> i am that friend but i never lie about scores or points . whether i win or lose , it is going to be done fairly . <end>"
2955,"<start> let when purchasing something remember that every crack , crevice , crease , surface , and bump is something that will eventually need to be cleaned . <end>","<start> and if you plan on buying it consider carefully paying for it , because at some point someone will ask for money . make sure you have room to put it because things generally need space . <end>"
2956,"<start> and if you plan on buying it consider carefully paying for it , because at some point someone will ask for money . make sure you have room to put it because things generally need space . <end>","<start> yep , i used to be a hoarder . now i only buy things if i have the money right now have a place already picked out where it will be stored properly and know for a fact i am going to use it enough to justify the space it takes . if it does not meet all three i do not purchase it . <end>"
2957,"<start> yep , i used to be a hoarder . now i only buy things if i have the money right now have a place already picked out where it will be stored properly and know for a fact i am going to use it enough to justify the space it takes . if it does not meet all three i do not purchase it . <end>",<start> swoosh <end>
2958,<start> let use your hairdryer with the flat nozzle attachment as an iron to get small wrinkles out of clothes quickly . <end>,"<start> yep , this is great on silk , which can crush easily . . but be careful of temp i blew a hole in a vintage silk shirt the other day <end>"
2959,<start> let washing your bed sheets but want a nap put a t shirt over your pillow for a makeshift pillowcase <end>,<start> let . own more than one set of bed sheets <end>
2960,<start> let . own more than one set of bed sheets <end>,<start> instructions were not clear . i now have more than one bed . <end>
2961,<start> instructions were not clear . i now have more than one bed . <end>,<start> but is that a bad thing <end>
2962,"<start> let use an extra box for popcorn , to better salt butter them or to separate for a friend . pic in comments <end>",<start> http i . impure . com myczeky . jug <end>
2963,<start> let before you start using your new phone ensure find my phone services are active and you are familiar with how to use them . <end>,"<start> or use googles find my phone . free service . easy and works well . nothing to activate or prepare on your phone , and can be used from any device that has a browser . <end>"
2964,<start> let eat an apple from the bottom rather than from the sides . eating at the bottom allows you to eat the cores as well without noticing it <end>,"<start> yeah , i am pretty sure i would notice eating the core . <end>"
2965,"<start> let there is a difference between proactive and reactive people . proactive people put value like writing an research paper before the environment like bad weather . however , reactive people do vice versa . career success comes from being proactive , not reactive . <end>",<start> might want to try that one again . <end>
2966,"<start> let if you want people to be on time to your wedding without interrupting it , put that it starts min earlier than it actually does on your wedding invitations . <end>",<start> this sucks for people who are actually on time . <end>
2967,"<start> let when you are in a museum , before looking at anything , walk through very fast so that you can get a feeling of its size and how much time you can spend on individual items <end>",<start> this would take in many museums up to half an hour i would guess . just look at the maps and you are good . <end>
2968,"<start> let , if you have a drill bit that is too thin to hold properly use a bit of heat shrink tubing to make it easier for the drill to hold on to <end>","<start> or just wrap some tape around it if you , like most people , do not have heat shrink tubing to hand . <end>"
2969,"<start> or just wrap some tape around it if you , like most people , do not have heat shrink tubing to hand . <end>",<start> who does not have heart shrink tubing <end>
2970,<start> who does not have heart shrink tubing <end>,<start> heart shrinking does that work similarly to waist training <end>
2971,<start> heart shrinking does that work similarly to waist training <end>,"<start> no , it is mostly done through breakups and rejection <end>"
2972,"<start> no , it is mostly done through breakups and rejection <end>",<start> damn bro you need to talk <end>
2973,<start> let request dealing with incompetent customer service tech support <end>,"<start> the best way to approach an issue like this is to be straight up with the tech agent . maybe say something along the lines of hey , i am having this issue and it looks like other people had a similar one resolved by the agent doing x and x . . at the end of the day though there are certain protocol they have to follow and although it may seem like it is pointless , there is some to benefit from it . for example , at the call center i work at one of our systems constantly goes down but is usually resolved by rebooting the system . of course most people do not do that before calling help desk so we get a lot of those calls . even though we know what the issue is , we still remote link their computers , clear des cache , temp files , then reboot the computer . our reason for doing so is it prevents the issue from happening as frequently . although it might not make sense to you why they are asking you what they are or doing what they are i can promise you there is logic behind it . sorry if this is poorly written , currently at work taking calls so i am typing this between them <end>"
2974,<start> let request surviving a holiday on wi fi only <end>,"<start> a lot of motels and gas stations have wife along the way . you could always get a local sim card aswell from providers in towns , you will need an address handy however so go in armed with the address of a local motel or something . buy some maps and best of luck on your trip , i am very jealous <end>"
2975,"<start> a lot of motels and gas stations have wife along the way . you could always get a local sim card aswell from providers in towns , you will need an address handy however so go in armed with the address of a local motel or something . buy some maps and best of luck on your trip , i am very jealous <end>","<start> i had not thought about gas stations but if wi fi is common there , that may make things easier . thank you for your answer and your wishes i will do my best to get a super trip <end>"
2976,"<start> let if you are going out for the night consider buying a cheap phone , it is a lot less painful than losing a flagship phone . <end>",<start> if you can not keep track of your phone when you go out it is probably time to grow the fuck up and make some better life choices . <end>
2977,"<start> let enter an eating contest at a small food festival . eat as much as you can , for free most of the time , and make some gluttonous memories <end>",<start> is not the food usually really unhealthy though id rather not mess my health up that much <end>
2978,<start> is not the food usually really unhealthy though id rather not mess my health up that much <end>,"<start> i went to a strawberry festival , got some free berries and won a piggy bank <end>"
2979,"<start> let instead of throwing away over ripe bananas , peel and freeze them . frozen bananas have a soft serve ice cream consistency when blended for shakes or smoothies . <end>",<start> over ripe bananas belong in banana bread <end>
2980,<start> over ripe bananas belong in banana bread <end>,<start> x this . banana breaaaaaaaaad <end>
2981,"<start> let if you see a dog with a collar who seems lost , please do not grab it by the collar . the dog can panic and pull out of it is collar and will no longer be easily recovered by it is owner . <end>",<start> trying to grab a strange dog anywhere is a good way to get your hand ripped off <end>
2982,<start> trying to grab a strange dog anywhere is a good way to get your hand ripped off <end>,<start> and get some lovely bacteria in the wound <end>
2983,"<start> let do you not like having bitter coffee but do not want to add sugar for dietary or other reasons add a pinch of salt instead , it removes the bitter taste while not making your coffee taste salty . <end>",<start> trying this tomorrow <end>
2984,<start> trying this tomorrow <end>,<start> ditto <end>
2985,<start> ditto <end>,"<start> ditto , ditto <end>"
2986,<start> let pressing the key repeatedly when calling most businesses and tech supports will skip the robots and voice menus and take you straight to a human . <end>,<start> maybe like yrs ago this would of worked but most answering systems eliminated that option and pressing takes you back to the main menu which will further infuriate you . <end>
2987,<start> maybe like yrs ago this would of worked but most answering systems eliminated that option and pressing takes you back to the main menu which will further infuriate you . <end>,<start> if it does not straight up hang up on you . <end>
2988,"<start> let if you go to fill up a car with gas but are unsure of which side the gas tank is on , look at the gauge on the dashboard for a gt or lt , the side of the gauge that has the arrow is the side with the tank . <end>","<start> that would be new information to me , if it was not posted weekly <end>"
2989,"<start> let keeping food , especially the more perishable items , toward the front of your fridge , can help make you more aware that they need to get eaten . helping reduce waste . <end>","<start> i am always doing that , dates facing me every time it is possible . i call that eat the dates <end>"
2990,"<start> i am always doing that , dates facing me every time it is possible . i call that eat the dates <end>",<start> fifo <end>
2991,<start> fifo <end>,<start> the nice retail way of saying it <end>
2992,<start> let request how to easily untie knots <end>,"<start> for trash bags you can take the ends , twist them as tight possible and push them into the knot . this will loosen the knot <end>"
2993,"<start> let if you have a gas ache and do not have access to simethicone , prop your feet up on your bed a chair and do push ups or just shift your body around . it tends loosen up the bubble so it can pass easier . <end>",<start> i typically hike my leg up and fire off fart rockets . <end>
2994,<start> i typically hike my leg up and fire off fart rockets . <end>,<start> this tip is more for when the rockets refuse to fire . <end>
2995,<start> this tip is more for when the rockets refuse to fire . <end>,<start> fair enough <end>
2996,"<start> let on mobile , you can move the little scrolling button from the bottom to the screen to anywhere you like , simply by holding and dragging it . <end>","<start> wait , there is a scrolling button and it jumps to the next thread and i can move it org , til x combo <end>"
2997,"<start> let machines and power tools like to run clean , cool , and lubricated . <end>","<start> that sounds like something a creepy uncle would say . i like my women like i like my power tools cool , clean , and lubricated <end>"
2998,"<start> that sounds like something a creepy uncle would say . i like my women like i like my power tools cool , clean , and lubricated <end>",<start> that is a great way to think of it . treat your equipment as though you are a creepy uncle <end>
2999,<start> let if you are playing with or wrestling or tickling a little kid . . . . guard your nuts . <end>,<start> calm down joe bien . <end>
3000,<start> let use alt on the rumpad to type a degree symbol must have uplock on . <end>,"<start> for the mac , just hold option and press . <end>"
3001,"<start> for the mac , just hold option and press . <end>",<start> thank good <end>
3002,<start> let an easy way to start a conversation is by asking how is everything going <end>,<start> sometimes this backfires when you catch someone off guard and in an unhappy state and they start to cry . . . telling you their life story . <end>
3003,<start> sometimes this backfires when you catch someone off guard and in an unhappy state and they start to cry . . . telling you their life story . <end>,"<start> sorry beck , i do not want to hear about your unexpected pregnancy and your failing mm scheme . <end>"
3004,"<start> sorry beck , i do not want to hear about your unexpected pregnancy and your failing mm scheme . <end>",<start> you see . i was just trying to make friendly conversation and look what it turned into . <end>
3005,"<start> let when ordering a drink in a loud bar , type out the drink and tab as a note on your phone . <end>","<start> their job is literally to make drinks , they are used to it being loud , they know what you are saying <end>"
3006,<start> let making an advertising flyer with tear off tabs remove a few tabs yourself before posting . <end>,"<start> i used to put these up for a business , and i would always rip one or two off to start with just to make it look like the ball was already rolling . seem to work <end>"
